00690,SAN ANTONIO,PR
00721,PALMER,PR
01069,PALMER,MA
01254,RICHMOND,MA
01516,DOUGLAS,MA
01529,MILLVILLE,MA
01541,PRINCETON,MA
01730,BEDFORD,MA
01773,LINCOLN,MA
01803,BURLINGTON,MA
01805,BURLINGTON,MA
01887,WILMINGTON,MA
01952,SALISBURY,MA
02019,BELLINGHAM,MA
02030,DOVER,MA
02055,MINOT,MA
02056,NORFOLK,MA
02108,BOSTON,MA
02109,BOSTON,MA
02110,BOSTON,MA
02111,BOSTON,MA
02112,BOSTON,MA
02113,BOSTON,MA
02114,BOSTON,MA
02115,BOSTON,MA
02116,BOSTON,MA
02117,BOSTON,MA
02118,BOSTON,MA
02119,BOSTON,MA
02120,BOSTON,MA
02121,BOSTON,MA
02122,BOSTON,MA
02123,BOSTON,MA
02124,BOSTON,MA
02125,BOSTON,MA
02127,BOSTON,MA
02128,BOSTON,MA
02133,BOSTON,MA
02149,EVERETT,MA
02163,BOSTON,MA
02186,MILTON,MA
02196,BOSTON,MA
02199,BOSTON,MA
02201,BOSTON,MA
02203,BOSTON,MA
02204,BOSTON,MA
02205,BOSTON,MA
02206,BOSTON,MA
02207,BOSTON,MA
02210,BOSTON,MA
02211,BOSTON,MA
02212,BOSTON,MA
02215,BOSTON,MA
02216,BOSTON,MA
02217,BOSTON,MA
02222,BOSTON,MA
02241,BOSTON,MA
02266,BOSTON,MA
02283,BOSTON,MA
02284,BOSTON,MA
02293,BOSTON,MA
02295,BOSTON,MA
02297,BOSTON,MA
02298,BOSTON,MA
02471,WATERTOWN,MA
02472,WATERTOWN,MA
02477,WATERTOWN,MA
02540,FALMOUTH,MA
02541,FALMOUTH,MA
02554,NANTUCKET,MA
02584,NANTUCKET,MA
02770,ROCHESTER,MA
02858,OAKLAND,RI
02865,LINCOLN,RI
02901,PROVIDENCE,RI
02902,PROVIDENCE,RI
02903,PROVIDENCE,RI
02904,PROVIDENCE,RI
02905,PROVIDENCE,RI
02906,PROVIDENCE,RI
02907,PROVIDENCE,RI
02908,PROVIDENCE,RI
02909,PROVIDENCE,RI
02912,PROVIDENCE,RI
02915,RIVERSIDE,RI
02917,SMITHFIELD,RI
02918,PROVIDENCE,RI
02940,PROVIDENCE,RI
03110,BEDFORD,NH
03233,ELKINS,NH
03251,LINCOLN,NH
03268,SALISBURY,NH
03280,WASHINGTON,NH
03771,MONROE,NH
03820,DOVER,NH
03821,DOVER,NH
03822,DOVER,NH
03824,DURHAM,NH
03835,FARMINGTON,NH
03839,ROCHESTER,NH
03842,HAMPTON,NH
03843,HAMPTON,NH
03846,JACKSON,NH
03849,MADISON,NH
03851,MILTON,NH
03866,ROCHESTER,NH
03867,ROCHESTER,NH
03868,ROCHESTER,NH
04040,HARRISON,ME
04101,PORTLAND,ME
04102,PORTLAND,ME
04103,PORTLAND,ME
04104,PORTLAND,ME
04105,FALMOUTH,ME
04109,PORTLAND,ME
04112,PORTLAND,ME
04122,PORTLAND,ME
04123,PORTLAND,ME
04124,PORTLAND,ME
04217,BETHEL,ME
04222,DURHAM,ME
04255,GREENWOOD,ME
04258,MINOT,ME
04290,PERU,ME
04330,AUGUSTA,ME
04332,AUGUSTA,ME
04333,AUGUSTA,ME
04336,AUGUSTA,ME
04338,AUGUSTA,ME
04357,RICHMOND,ME
04401,BANGOR,ME
04402,BANGOR,ME
04417,BURLINGTON,ME
04422,CHARLESTON,ME
04457,LINCOLN,ME
04462,MILLINOCKET,ME
04574,WASHINGTON,ME
04648,JONESBORO,ME
04668,PRINCETON,ME
04730,HOULTON,ME
04736,CARIBOU,ME
04769,PRESQUE ISLE,ME
04929,DETROIT,ME
04937,FAIRFIELD,ME
04938,FARMINGTON,ME
04950,MADISON,ME
04951,MONROE,ME
04963,OAKLAND,ME
04978,SMITHFIELD,ME
05032,BETHEL,VT
05037,BROWNSVILLE,VT
05047,HARTFORD,VT
05152,PERU,VT
05342,JACKSONVILLE,VT
05363,WILMINGTON,VT
05401,BURLINGTON,VT
05402,BURLINGTON,VT
05405,BURLINGTON,VT
05406,BURLINGTON,VT
05408,BURLINGTON,VT
05441,BAKERSFIELD,VT
05445,CHARLOTTE,VT
05455,FAIRFIELD,VT
05468,MILTON,VT
05470,MONTGOMERY,VT
05477,RICHMOND,VT
05495,WILLISTON,VT
05601,MONTPELIER,VT
05602,MONTPELIER,VT
05603,MONTPELIER,VT
05604,MONTPELIER,VT
05609,MONTPELIER,VT
05620,MONTPELIER,VT
05633,MONTPELIER,VT
05675,WASHINGTON,VT
05744,FLORENCE,VT
05767,ROCHESTER,VT
05769,SALISBURY,VT
05820,ALBANY,VT
06013,BURLINGTON,CT
06030,FARMINGTON,CT
06032,FARMINGTON,CT
06034,FARMINGTON,CT
06058,NORFOLK,CT
06068,SALISBURY,CT
06096,WINDSOR LOCKS,CT
06101,HARTFORD,CT
06102,HARTFORD,CT
06103,HARTFORD,CT
06104,HARTFORD,CT
06105,HARTFORD,CT
06106,HARTFORD,CT
06112,HARTFORD,CT
06114,HARTFORD,CT
06115,HARTFORD,CT
06120,HARTFORD,CT
06123,HARTFORD,CT
06126,HARTFORD,CT
06132,HARTFORD,CT
06134,HARTFORD,CT
06140,HARTFORD,CT
06141,HARTFORD,CT
06142,HARTFORD,CT
06143,HARTFORD,CT
06144,HARTFORD,CT
06145,HARTFORD,CT
06146,HARTFORD,CT
06147,HARTFORD,CT
06150,HARTFORD,CT
06151,HARTFORD,CT
06152,HARTFORD,CT
06153,HARTFORD,CT
06154,HARTFORD,CT
06155,HARTFORD,CT
06156,HARTFORD,CT
06160,HARTFORD,CT
06161,HARTFORD,CT
06167,HARTFORD,CT
06176,HARTFORD,CT
06180,HARTFORD,CT
06183,HARTFORD,CT
06199,HARTFORD,CT
06237,COLUMBIA,CT
06247,HAMPTON,CT
06422,DURHAM,CT
06443,MADISON,CT
06468,MONROE,CT
06480,PORTLAND,CT
06497,STRATFORD,CT
06614,STRATFORD,CT
06615,STRATFORD,CT
06793,WASHINGTON,CT
06795,WATERTOWN,CT
06801,BETHEL,CT
06824,FAIRFIELD,CT
06825,FAIRFIELD,CT
06828,FAIRFIELD,CT
06878,RIVERSIDE,CT
07004,FAIRFIELD,NJ
07029,HARRISON,NJ
07101,NEWARK,NJ
07102,NEWARK,NJ
07103,NEWARK,NJ
07104,NEWARK,NJ
07105,NEWARK,NJ
07106,NEWARK,NJ
07107,NEWARK,NJ
07108,NEWARK,NJ
07109,BELLEVILLE,NJ
07112,NEWARK,NJ
07114,NEWARK,NJ
07175,NEWARK,NJ
07182,NEWARK,NJ
07184,NEWARK,NJ
07188,NEWARK,NJ
07189,NEWARK,NJ
07191,NEWARK,NJ
07192,NEWARK,NJ
07193,NEWARK,NJ
07194,NEWARK,NJ
07195,NEWARK,NJ
07198,NEWARK,NJ
07199,NEWARK,NJ
07436,OAKLAND,NJ
07439,OGDENSBURG,NJ
07506,HAWTHORNE,NJ
07507,HAWTHORNE,NJ
07608,TETERBORO,NJ
07699,TETERBORO,NJ
07801,DOVER,NJ
07802,DOVER,NJ
07822,AUGUSTA,NJ
07832,COLUMBIA,NJ
07848,LAFAYETTE,NJ
07882,WASHINGTON,NJ
07940,MADISON,NJ
07946,MILLINGTON,NJ
08011,BIRMINGHAM,NJ
08016,BURLINGTON,NJ
08022,COLUMBUS,NJ
08084,STRATFORD,NJ
08260,WILDWOOD,NJ
08332,MILLVILLE,NJ
08401,ATLANTIC CITY,NJ
08404,ATLANTIC CITY,NJ
08405,ATLANTIC CITY,NJ
08518,FLORENCE,NJ
08527,JACKSON,NJ
08540,PRINCETON,NJ
08541,PRINCETON,NJ
08542,PRINCETON,NJ
08543,PRINCETON,NJ
08544,PRINCETON,NJ
08559,STOCKTON,NJ
08562,WRIGHTSTOWN,NJ
08601,TRENTON,NJ
08602,TRENTON,NJ
08603,TRENTON,NJ
08604,TRENTON,NJ
08605,TRENTON,NJ
08606,TRENTON,NJ
08607,TRENTON,NJ
08608,TRENTON,NJ
08609,TRENTON,NJ
08610,TRENTON,NJ
08611,TRENTON,NJ
08619,TRENTON,NJ
08620,TRENTON,NJ
08625,TRENTON,NJ
08629,TRENTON,NJ
08641,TRENTON,NJ
08645,TRENTON,NJ
08646,TRENTON,NJ
08647,TRENTON,NJ
08648,TRENTON,NJ
08650,TRENTON,NJ
08666,TRENTON,NJ
08677,TRENTON,NJ
08690,TRENTON,NJ
08691,TRENTON,NJ
08695,TRENTON,NJ
08733,LAKEHURST,NJ
08810,DAYTON,NJ
08827,HAMPTON,NJ
10001,NEW YORK,NY
10002,NEW YORK,NY
10003,NEW YORK,NY
10004,NEW YORK,NY
10005,NEW YORK,NY
10006,NEW YORK,NY
10007,NEW YORK,NY
10008,NEW YORK,NY
10009,NEW YORK,NY
10010,NEW YORK,NY
10011,NEW YORK,NY
10012,NEW YORK,NY
10013,NEW YORK,NY
10014,NEW YORK,NY
10015,NEW YORK,NY
10016,NEW YORK,NY
10017,NEW YORK,NY
10018,NEW YORK,NY
10019,NEW YORK,NY
10020,NEW YORK,NY
10021,NEW YORK,NY
10022,NEW YORK,NY
10023,NEW YORK,NY
10024,NEW YORK,NY
10025,NEW YORK,NY
10026,NEW YORK,NY
10027,NEW YORK,NY
10028,NEW YORK,NY
10029,NEW YORK,NY
10030,NEW YORK,NY
10031,NEW YORK,NY
10032,NEW YORK,NY
10033,NEW YORK,NY
10034,NEW YORK,NY
10035,NEW YORK,NY
10036,NEW YORK,NY
10037,NEW YORK,NY
10038,NEW YORK,NY
10039,NEW YORK,NY
10040,NEW YORK,NY
10041,NEW YORK,NY
10043,NEW YORK,NY
10044,NEW YORK,NY
10045,NEW YORK,NY
10046,NEW YORK,NY
10047,NEW YORK,NY
10048,NEW YORK,NY
10055,NEW YORK,NY
10060,NEW YORK,NY
10069,NEW YORK,NY
10072,NEW YORK,NY
10079,NEW YORK,NY
10080,NEW YORK,NY
10081,NEW YORK,NY
10082,NEW YORK,NY
10087,NEW YORK,NY
10090,NEW YORK,NY
10094,NEW YORK,NY
10095,NEW YORK,NY
10096,NEW YORK,NY
10098,NEW YORK,NY
10099,NEW YORK,NY
10101,NEW YORK,NY
10102,NEW YORK,NY
10103,NEW YORK,NY
10104,NEW YORK,NY
10105,NEW YORK,NY
10106,NEW YORK,NY
10107,NEW YORK,NY
10108,NEW YORK,NY
10109,NEW YORK,NY
10110,NEW YORK,NY
10111,NEW YORK,NY
10112,NEW YORK,NY
10113,NEW YORK,NY
10114,NEW YORK,NY
10115,NEW YORK,NY
10116,NEW YORK,NY
10117,NEW YORK,NY
10118,NEW YORK,NY
10119,NEW YORK,NY
10120,NEW YORK,NY
10121,NEW YORK,NY
10122,NEW YORK,NY
10123,NEW YORK,NY
10124,NEW YORK,NY
10125,NEW YORK,NY
10126,NEW YORK,NY
10128,NEW YORK,NY
10129,NEW YORK,NY
10130,NEW YORK,NY
10131,NEW YORK,NY
10132,NEW YORK,NY
10133,NEW YORK,NY
10138,NEW YORK,NY
10149,NEW YORK,NY
10150,NEW YORK,NY
10151,NEW YORK,NY
10152,NEW YORK,NY
10153,NEW YORK,NY
10154,NEW YORK,NY
10155,NEW YORK,NY
10156,NEW YORK,NY
10157,NEW YORK,NY
10158,NEW YORK,NY
10159,NEW YORK,NY
10160,NEW YORK,NY
10161,NEW YORK,NY
10162,NEW YORK,NY
10163,NEW YORK,NY
10164,NEW YORK,NY
10165,NEW YORK,NY
10166,NEW YORK,NY
10167,NEW YORK,NY
10168,NEW YORK,NY
10169,NEW YORK,NY
10170,NEW YORK,NY
10171,NEW YORK,NY
10172,NEW YORK,NY
10173,NEW YORK,NY
10174,NEW YORK,NY
10175,NEW YORK,NY
10176,NEW YORK,NY
10177,NEW YORK,NY
10178,NEW YORK,NY
10179,NEW YORK,NY
10184,NEW YORK,NY
10185,NEW YORK,NY
10196,NEW YORK,NY
10197,NEW YORK,NY
10199,NEW YORK,NY
10203,NEW YORK,NY
10211,NEW YORK,NY
10212,NEW YORK,NY
10213,NEW YORK,NY
10242,NEW YORK,NY
10249,NEW YORK,NY
10256,NEW YORK,NY
10257,NEW YORK,NY
10258,NEW YORK,NY
10259,NEW YORK,NY
10260,NEW YORK,NY
10261,NEW YORK,NY
10265,NEW YORK,NY
10268,NEW YORK,NY
10269,NEW YORK,NY
10270,NEW YORK,NY
10271,NEW YORK,NY
10272,NEW YORK,NY
10273,NEW YORK,NY
10274,NEW YORK,NY
10275,NEW YORK,NY
10276,NEW YORK,NY
10277,NEW YORK,NY
10278,NEW YORK,NY
10279,NEW YORK,NY
10280,NEW YORK,NY
10281,NEW YORK,NY
10282,NEW YORK,NY
10285,NEW YORK,NY
10286,NEW YORK,NY
10292,NEW YORK,NY
10506,BEDFORD,NY
10528,HARRISON,NY
10532,HAWTHORNE,NY
10601,WHITE PLAINS,NY
10602,WHITE PLAINS,NY
10603,WHITE PLAINS,NY
10605,WHITE PLAINS,NY
10606,WHITE PLAINS,NY
10607,WHITE PLAINS,NY
10610,WHITE PLAINS,NY
10949,MONROE,NY
10950,MONROE,NY
11530,GARDEN CITY,NY
11531,GARDEN CITY,NY
11535,GARDEN CITY,NY
11536,GARDEN CITY,NY
11561,LONG BEACH,NY
11599,GARDEN CITY,NY
11751,ISLIP,NY
12201,ALBANY,NY
12202,ALBANY,NY
12203,ALBANY,NY
12204,ALBANY,NY
12205,ALBANY,NY
12206,ALBANY,NY
12207,ALBANY,NY
12208,ALBANY,NY
12209,ALBANY,NY
12210,ALBANY,NY
12211,ALBANY,NY
12212,ALBANY,NY
12214,ALBANY,NY
12220,ALBANY,NY
12222,ALBANY,NY
12223,ALBANY,NY
12224,ALBANY,NY
12225,ALBANY,NY
12226,ALBANY,NY
12227,ALBANY,NY
12228,ALBANY,NY
12229,ALBANY,NY
12230,ALBANY,NY
12231,ALBANY,NY
12232,ALBANY,NY
12233,ALBANY,NY
12234,ALBANY,NY
12235,ALBANY,NY
12236,ALBANY,NY
12237,ALBANY,NY
12238,ALBANY,NY
12239,ALBANY,NY
12240,ALBANY,NY
12241,ALBANY,NY
12242,ALBANY,NY
12243,ALBANY,NY
12244,ALBANY,NY
12245,ALBANY,NY
12246,ALBANY,NY
12247,ALBANY,NY
12248,ALBANY,NY
12249,ALBANY,NY
12250,ALBANY,NY
12252,ALBANY,NY
12255,ALBANY,NY
12256,ALBANY,NY
12257,ALBANY,NY
12260,ALBANY,NY
12261,ALBANY,NY
12288,ALBANY,NY
12421,DENVER,NY
12422,DURHAM,NY
12547,MILTON,NY
12549,MONTGOMERY,NY
12550,NEWBURGH,NY
12551,NEWBURGH,NY
12552,NEWBURGH,NY
12555,NEWBURGH,NY
12720,BETHEL,NY
12837,HAMPTON,NY
12838,HARTFORD,NY
12901,PLATTSBURGH,NY
12903,PLATTSBURGH,NY
12972,PERU,NY
12997,WILMINGTON,NY
13042,CLEVELAND,NY
13066,FAYETTEVILLE,NY
13077,HOMER,NY
13110,MARIETTA,NY
13112,MEMPHIS,NY
13113,MERIDIAN,NY
13135,PHOENIX,NY
13146,SAVANNAH,NY
13201,SYRACUSE,NY
13202,SYRACUSE,NY
13203,SYRACUSE,NY
13204,SYRACUSE,NY
13205,SYRACUSE,NY
13206,SYRACUSE,NY
13207,SYRACUSE,NY
13208,SYRACUSE,NY
13209,SYRACUSE,NY
13210,SYRACUSE,NY
13211,SYRACUSE,NY
13212,SYRACUSE,NY
13214,SYRACUSE,NY
13215,SYRACUSE,NY
13217,SYRACUSE,NY
13218,SYRACUSE,NY
13219,SYRACUSE,NY
13220,SYRACUSE,NY
13221,SYRACUSE,NY
13224,SYRACUSE,NY
13225,SYRACUSE,NY
13235,SYRACUSE,NY
13244,SYRACUSE,NY
13250,SYRACUSE,NY
13251,SYRACUSE,NY
13252,SYRACUSE,NY
13261,SYRACUSE,NY
13290,SYRACUSE,NY
13402,MADISON,NY
13440,ROME,NY
13441,ROME,NY
13442,ROME,NY
13449,ROME,NY
13470,STRATFORD,NY
13601,WATERTOWN,NY
13602,FORT DRUM,NY
13603,WATERTOWN,NY
13611,BELLEVILLE,NY
13649,HELENA,NY
13662,MASSENA,NY
13667,NORFOLK,NY
13669,OGDENSBURG,NY
13673,PHILADELPHIA,NY
13788,HOBART,NY
14001,AKRON,NY
14025,BOSTON,NY
14041,DAYTON,NY
14066,GAINESVILLE,NY
14133,SANDUSKY,NY
14174,YOUNGSTOWN,NY
14201,BUFFALO,NY
14202,BUFFALO,NY
14203,BUFFALO,NY
14204,BUFFALO,NY
14205,BUFFALO,NY
14206,BUFFALO,NY
14207,BUFFALO,NY
14208,BUFFALO,NY
14209,BUFFALO,NY
14210,BUFFALO,NY
14211,BUFFALO,NY
14212,BUFFALO,NY
14213,BUFFALO,NY
14214,BUFFALO,NY
14215,BUFFALO,NY
14216,BUFFALO,NY
14217,BUFFALO,NY
14218,BUFFALO,NY
14219,BUFFALO,NY
14220,BUFFALO,NY
14221,BUFFALO,NY
14222,BUFFALO,NY
14223,BUFFALO,NY
14224,BUFFALO,NY
14225,BUFFALO,NY
14226,BUFFALO,NY
14227,BUFFALO,NY
14228,BUFFALO,NY
14231,BUFFALO,NY
14233,BUFFALO,NY
14240,BUFFALO,NY
14241,BUFFALO,NY
14260,BUFFALO,NY
14261,BUFFALO,NY
14263,BUFFALO,NY
14264,BUFFALO,NY
14265,BUFFALO,NY
14267,BUFFALO,NY
14269,BUFFALO,NY
14270,BUFFALO,NY
14272,BUFFALO,NY
14273,BUFFALO,NY
14276,BUFFALO,NY
14280,BUFFALO,NY
14301,NIAGARA FALLS,NY
14302,NIAGARA FALLS,NY
14303,NIAGARA FALLS,NY
14304,NIAGARA FALLS,NY
14305,NIAGARA FALLS,NY
14425,FARMINGTON,NY
14513,NEWARK,NY
14519,ONTARIO,NY
14602,ROCHESTER,NY
14603,ROCHESTER,NY
14604,ROCHESTER,NY
14605,ROCHESTER,NY
14606,ROCHESTER,NY
14607,ROCHESTER,NY
14608,ROCHESTER,NY
14609,ROCHESTER,NY
14610,ROCHESTER,NY
14611,ROCHESTER,NY
14612,ROCHESTER,NY
14613,ROCHESTER,NY
14614,ROCHESTER,NY
14615,ROCHESTER,NY
14616,ROCHESTER,NY
14617,ROCHESTER,NY
14618,ROCHESTER,NY
14619,ROCHESTER,NY
14620,ROCHESTER,NY
14621,ROCHESTER,NY
14622,ROCHESTER,NY
14623,ROCHESTER,NY
14624,ROCHESTER,NY
14625,ROCHESTER,NY
14626,ROCHESTER,NY
14627,ROCHESTER,NY
14638,ROCHESTER,NY
14639,ROCHESTER,NY
14642,ROCHESTER,NY
14643,ROCHESTER,NY
14644,ROCHESTER,NY
14645,ROCHESTER,NY
14646,ROCHESTER,NY
14647,ROCHESTER,NY
14649,ROCHESTER,NY
14650,ROCHESTER,NY
14651,ROCHESTER,NY
14652,ROCHESTER,NY
14653,ROCHESTER,NY
14664,ROCHESTER,NY
14673,ROCHESTER,NY
14683,ROCHESTER,NY
14692,ROCHESTER,NY
14694,ROCHESTER,NY
14769,PORTLAND,NY
14784,STOCKTON,NY
14808,ATLANTA,NY
14839,GREENWOOD,NY
14854,JACKSONVILLE,NY
14882,LANSING,NY
15059,MIDLAND,PA
